System ID,DOI,Latest Version,PMCID,PMID,Pub Year,Publication Date,Publication Types,Source,Peer_Review,Title,Cleaned_Abs,Lenght_Abs,Condition,Total Citations,Journal Name,Visualization Categories,influence_score,popularity_alt_score,popularity_score,influence_alt_score,tweets_count,Data_origin,Task_(primary),Modality
33816954,10.7717/peerj-cs.303,Yes,PMC7924532,33816954.0,2021,2021-04-06,Journal Article,Peer reviewed (PubMed),1,a multi-task pipeline with specialized streams for classification and segmentation of infection manifestations in covid-19 scans,"We are concerned with the challenge of coronavirus disease (COVID-19) detection in chest X-ray and Computed Tomography (CT) scans, and the classification and segmentation of related infection manifestations. Even though it is arguably not an established diagnostic tool, using machine learning-based analysis of COVID-19 medical scans has shown the potential to provide a preliminary digital second opinion. This can help in managing the current pandemic, and thus has been attracting significant research attention. In this research, we propose a multi-task pipeline that takes advantage of the growing advances in deep neural network models. In the first stage, we fine-tuned an Inception-v3 deep model for COVID-19 recognition using multi-modal learning, that is, using X-ray and CT scans. In addition to outperforming other deep models on the same task in the recent literature, with an attained accuracy of 99.4%, we also present comparative analysis for multi-modal learning against learning from X-ray scans alone. The second and the third stages of the proposed pipeline complement one another in dealing with different types of infection manifestations. The former features a convolutional neural network architecture for recognizing three types of manifestations, while the latter transfers learning from another knowledge domain, namely, pulmonary nodule segmentation in CT scans, to produce binary masks for segmenting the regions corresponding to these manifestations. Our proposed pipeline also features specialized streams in which multiple deep models are trained separately to segment specific types of infection manifestations, and we show the significant impact that this framework has on various performance metrics. We evaluate the proposed models on widely adopted datasets, and we demonstrate an increase of approximately 2.5% and 4.5% for dice coefficient and mean intersection-over-union (mIoU), respectively, while achieving 60% reduction in computational time, compared to the recent literature.",289,COVID-19;Infections,12.0,PeerJ Comput Sci,Coronavirus Infections;Transfer Learning;Architecture;Neural Networks;Tomography,2.176757454930048e-06,22.200000000000006,1.8805818078617635e-06,61.0,0.0,External,2. Detection/Diagnosis,Multimodal
33821166,10.1016/j.bspc.2021.102588,Yes,PMC8011666,33821166.0,2021,2021-04-07,Journal Article,Peer reviewed (PubMed),1,a fully automated deep learning-based network for detecting covid-19 from a new and large lung ct scan dataset,"This paper aims to propose a high-speed and accurate fully-automated method to detect COVID-19 from the patient's chest CT scan images. We introduce a new dataset that contains 48,260 CT scan images from 282 normal persons and 15,589 images from 95 patients with COVID-19 infections. At the first stage, this system runs our proposed image processing algorithm that analyzes the view of the lung to discard those CT images that inside the lung is not properly visible in them. This action helps to reduce the processing time and false detections. At the next stage, we introduce a novel architecture for improving the classification accuracy of convolutional networks on images containing small important objects. Our architecture applies a new feature pyramid network designed for classification problems to the ResNet50V2 model so the model becomes able to investigate different resolutions of the image and do not lose the data of small objects. As the infections of COVID-19 exist in various scales, especially many of them are tiny, using our method helps to increase the classification performance remarkably. After running these two phases, the system determines the condition of the patient using a selected threshold. We are the first to evaluate our system in two different ways on Xception, ResNet50V2, and our model. In the single image classification stage, our model achieved 98.49% accuracy on more than 7996 test images. At the patient condition identification phase, the system correctly identified almost 234 of 245 patients with high speed. Our dataset is accessible at GitHub",251,COVID-19;Infections,84.0,Biomed Signal Process Control,Other Topics,2.0069894348318804e-06,68.68000000000005,4.486045464560691e-06,143.0,0.0,Self-recorded/clinical,2. Detection/Diagnosis,CT
33824721,10.1007/s13755-021-00146-8,Yes,PMC8015934,33824721.0,2021,2021-04-08,Journal Article,Peer reviewed (PubMed),1,covid-19 infection map generation and detection from chest x-ray images,"Computer-aided diagnosis has become a necessity for accurate and immediate coronavirus disease 2019 (COVID-19) detection to aid treatment and prevent the spread of the virus. Numerous studies have proposed to use Deep Learning techniques for COVID-19 diagnosis. However, they have used very limited chest X-ray (CXR) image repositories for evaluation with a small number, a few hundreds, of COVID-19 samples. Moreover, these methods can neither localize nor grade the severity of COVID-19 infection. For this purpose, recent studies proposed to explore the activation maps of deep networks. However, they remain inaccurate for localizing the actual infestation making them unreliable for clinical use. This study proposes a novel method for the joint localization, severity grading, and detection of COVID-19 from CXR images by generating the so-called infection maps. To accomplish this, we have compiled the largest dataset with 119,316 CXR images including 2951 COVID-19 samples, where the annotation of the ground-truth segmentation masks is performed on CXRs by a novel collaborative human-machine approach. Furthermore, we publicly release the first CXR dataset with the ground-truth segmentation masks of the COVID-19 infected regions. A detailed set of experiments show that state-of-the-art segmentation networks can learn to localize COVID-19 infection with an F1-score of 83.20%, which is significantly superior to the activation maps created by the previous methods. Finally, the proposed approach achieved a COVID-19 detection performance with 94.96% sensitivity and 99.88% specificity.",229,COVID-19;Infections,29.0,Health Inf Sci Syst,Art;Specificity;Masks;Map,1.4106699491864074e-06,30.400000000000023,2.215110402436631e-06,66.0,0.0,External,2. Detection/Diagnosis,X-Ray
33842563,10.3389/fcvm.2021.638011,Yes,PMC8027078,33842563.0,2021,2021-04-13,Systematic Review,Peer reviewed (PubMed),1,application of machine learning in diagnosis of covid-19 through x-ray and ct images: a scoping review,"Coronavirus disease, first detected in late 2019 (COVID-19), has spread fast throughout the world, leading to high mortality. This condition can be diagnosed using RT-PCR technique on nasopharyngeal and throat swabs with sensitivity values ranging from 30 to 70%. However, chest CT scans and X-ray images have been reported to have sensitivity values of 98 and 69%, respectively. The application of machine learning methods on CT and X-ray images has facilitated the accurate diagnosis of COVID-19. In this study, we reviewed studies which used machine and deep learning methods on chest X-ray images and CT scans for COVID-19 diagnosis and compared their performance. The accuracy of these methods ranged from 76% to more than 99%, indicating the applicability of machine and deep learning methods in the clinical diagnosis of COVID-19.",130,COVID-19,31.0,Front Cardiovasc Med,Polymerase Chain Reaction;Other Topics,1.319274190536263e-06,24.36000000000001,1.938313730142031e-06,47.0,0.0,,Review,Multimodal
33872157,10.1109/TNNLS.2021.3070467,Yes,PMC8544941,33872157.0,2021,2021-04-20,Journal Article,Peer reviewed (PubMed),1,convolutional sparse support estimator-based covid-19 recognition from x-ray images,"Coronavirus disease (COVID-19) has been the main agenda of the whole world ever since it came into sight. X-ray imaging is a common and easily accessible tool that has great potential for COVID-19 diagnosis and prognosis. Deep learning techniques can generally provide state-of-the-art performance in many classification tasks when trained properly over large data sets. However, data scarcity can be a crucial obstacle when using them for COVID-19 detection. Alternative approaches such as representation-based classification might provide satisfactory performance with limited size data sets, but they generally fall short in performance or speed compared to the neural network (NN)-based methods. To address this deficiency, convolution support estimation network (CSEN) has recently been proposed as a bridge between representation-based and NN approaches by providing a noniterative real-time mapping from query sample to ideally SR coefficient support, which is critical information for class decision in representation-based techniques. The main premises of this study can be summarized as follows: 1) A benchmark X-ray data set, namely QaTa-Cov19, containing over 6200 X-ray images is created. The data set covering 462 X-ray images from COVID-19 patients along with three other classes; bacterial pneumonia, viral pneumonia, and normal. 2) The proposed CSEN-based classification scheme equipped with feature extraction from state-of-the-art deep NN solution for X-ray images, CheXNet, achieves over 98% sensitivity and over 95% specificity for COVID-19 recognition directly from raw X-ray images when the average performance of 5-fold cross validation over QaTa-Cov19 data set is calculated. 3) Having such an elegant COVID-19 assistive diagnosis performance, this study further provides evidence that COVID-19 induces a unique pattern in X-rays that can be discriminated with high accuracy.",270,"COVID-19;Pneumonia, Bacterial;Pneumonia, Viral",28.0,IEEE Trans Neural Netw Learn Syst,Art;Sensitivity and Specificity;Neural Networks;Tomography,1.5388879853579129e-06,54.360000000000056,3.741865505550872e-06,111.0,0.0,External,2. Detection/Diagnosis,X-Ray
33883609,10.1038/s41598-021-87994-2,Yes,PMC8060427,33883609.0,2021,2021-04-23,"Journal Article;Research Support, Non-U.S. Gov't",Peer reviewed (PubMed),1,randgan: randomized generative adversarial network for detection of covid-19 in chest x-ray,"COVID-19 spread across the globe at an immense rate and has left healthcare systems incapacitated to diagnose and test patients at the needed rate. Studies have shown promising results for detection of COVID-19 from viral bacterial pneumonia in chest X-rays. Automation of COVID-19 testing using medical images can speed up the testing process of patients where health care systems lack sufficient numbers of the reverse-transcription polymerase chain reaction tests. Supervised deep learning models such as convolutional neural networks need enough labeled data for all classes to correctly learn the task of detection. Gathering labeled data is a cumbersome task and requires time and resources which could further strain health care systems and radiologists at the early stages of a pandemic such as COVID-19. In this study, we propose a randomized generative adversarial network (RANDGAN) that detects images of an unknown class (COVID-19) from known and labelled classes (Normal and Viral Pneumonia) without the need for labels and training data from the unknown class of images (COVID-19). We used the largest publicly available COVID-19 chest X-ray dataset, COVIDx, which is comprised of Normal, Pneumonia, and COVID-19 images from multiple public databases. In this work, we use transfer learning to segment the lungs in the COVIDx dataset. Next, we show why segmentation of the region of interest (lungs) is vital to correctly learn the task of classification, specifically in datasets that contain images from different resources as it is the case for the COVIDx dataset. Finally, we show improved results in detection of COVID-19 cases using our generative model (RANDGAN) compared to conventional generative adversarial networks for anomaly detection in medical images, improving the AUC from 0.71 to 0.77.",277,"COVID-19;Pneumonia;Pneumonia, Bacterial;Pneumonia, Viral;Strains",18.0,Sci Rep,Radiography;Health Care;Transfer Learning;COVID-19 Testing;Lung;Polymerase Chain Reaction;Health Care Systems;ROC Curve;Reverse Transcription,2.397801370073215e-06,66.08000000000003,3.816217498841827e-06,150.0,0.0,External,2. Detection/Diagnosis,X-Ray
33888856,10.1038/s41746-021-00446-z,Yes,PMC8062628,33888856.0,2021,2021-04-24,Journal Article,Peer reviewed (PubMed),1,ai-based analysis of ct images for rapid triage of covid-19 patients,"The COVID-19 pandemic overwhelms the medical resources in the stressed intensive care unit (ICU) capacity and the shortage of mechanical ventilation (MV). We performed CT-based analysis combined with electronic health records and clinical laboratory results on Cohort 1 (n = 1662 from 17 hospitals) with prognostic estimation for the rapid stratification of PCR confirmed COVID-19 patients. These models, validated on Cohort 2 (n = 700) and Cohort 3 (n = 662) constructed from nine external hospitals, achieved satisfying performance for predicting ICU, MV, and death of COVID-19 patients (AUROC 0.916, 0.919, and 0.853), even on events happened two days later after admission (AUROC 0.919, 0.943, and 0.856). Both clinical and image features showed complementary roles in prediction and provided accurate estimates to the time of progression (p < 0.001). Our findings are valuable for optimizing the use of medical resources in the COVID-19 pandemic. The models are available here: GitHub .",151,COVID-19;COVID-19 Pandemic;Death,11.0,NPJ Digit Med,Health Care;Polymerase Chain Reaction;Other Topics,1.1021066966785068e-06,9.72,9.80812863535829e-07,23.0,0.0,External,4. Prognosis/Treatment,CT
33907522,10.7150/ijbs.58855,Yes,PMC8071762,33907522.0,2021,2021-04-29,"Journal Article;Research Support, Non-U.S. Gov't;Review",Peer reviewed (PubMed),1,artificial intelligence in the diagnosis of covid-19: challenges and perspectives,"Artificial intelligence (AI) is being used to aid in various aspects of the COVID-19 crisis, including epidemiology, molecular research and drug development, medical diagnosis and treatment, and socioeconomics. The association of AI and COVID-19 can accelerate to rapidly diagnose positive patients. To learn the dynamics of a pandemic with relevance to AI, we search the literature using the different academic databases (PubMed, PubMed Central, Scopus, Google Scholar) and preprint servers (bioRxiv, medRxiv, arXiv). In the present review, we address the clinical applications of machine learning and deep learning, including clinical characteristics, electronic medical records, medical images (CT, X-ray, ultrasound images, etc.) in the COVID-19 diagnosis. The current challenges and future perspectives provided in this review can be used to direct an ideal deployment of AI technology in a pandemic.",129,COVID-19,24.0,Int J Biol Sci,COVID-19 Testing;Other Topics,3.539634048867655e-06,132.19999999999936,6.583126544699655e-06,299.0,0.0,,Review,Multimodal
33913299,10.7507/1001-5515.202008032,Yes,,33913299.0,2021,2021-04-30,Journal Article;Review,Peer reviewed (PubMed),1,research progress in lung parenchyma segmentation based on computed tomography,"Lung diseases such as lung cancer and COVID-19 seriously endanger human health and life safety, so early screening and diagnosis are particularly important. computed tomography (CT) technology is one of the important ways to screen lung diseases, among which lung parenchyma segmentation based on CT images is the key step in screening lung diseases, and high-quality lung parenchyma segmentation can effectively improve the level of early diagnosis and treatment of lung diseases. Automatic, fast and accurate segmentation of lung parenchyma based on CT images can effectively compensate for the shortcomings of low efficiency and strong subjectivity of manual segmentation, and has become one of the research hotspots in this field. In this paper, the research progress in lung parenchyma segmentation is reviewed based on the related literatures published at domestic and abroad in recent years. The traditional machine learning methods and deep learning methods are compared and analyzed, and the research progress of improving the network structure of deep learning model is emphatically introduced. Some unsolved problems in lung parenchyma segmentation were discussed, and the development prospect was prospected, providing reference for researchers in related fields.",186,COVID-19;Lung Cancer;Lung Diseases,1.0,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Other Topics,1.1595961395946338e-06,10.8,9.1952548309968e-07,28.0,0.0,,Review,CT
33928256,10.1148/ryai.2020200079,Yes,PMC7392327,33928256.0,2021,2021-05-01,Journal Article,Peer reviewed (PubMed),1,automated assessment and tracking of covid-19 pulmonary disease severity on chest radiographs using convolutional siamese neural networks,"To develop an automated measure of COVID-19 pulmonary disease severity on chest radiographs (CXRs), for longitudinal disease tracking and outcome prediction. A convolutional Siamese neural network-based algorithm was trained to output a measure of pulmonary disease severity on CXRs (pulmonary x-ray severity (PXS) score), using weakly-supervised pretraining on approx. 160,000 anterior-posterior images from CheXpert and transfer learning on 314 frontal CXRs from COVID-19 patients. The algorithm was evaluated on internal and external test sets from different hospitals (154 and 113 CXRs respectively). PXS scores were correlated with radiographic severity scores independently assigned by two thoracic radiologists and one in-training radiologist (Pearson r). For 92 internal test set patients with follow-up CXRs, PXS score change was compared to radiologist assessments of change (Spearman ρ). The association between PXS score and subsequent intubation or death was assessed. Bootstrap 95% confidence intervals were calculated. PXS scores correlated with radiographic pulmonary disease severity scores assigned to CXRs in the internal and external test sets and r=0.86 respectively). The direction of change in PXS score in follow-up CXRs agreed with radiologist assessment ). In patients not intubated on the admission CXR, the PXS score predicted subsequent intubation or death within three days of hospital admission ). A Siamese neural network-based severity score automatically measures radiographic COVID-19 pulmonary disease severity, which can be used to track disease change and predict subsequent intubation or death.",228,COVID-19;Death;Lung Diseases,67.0,Radiol Artif Intell,Transfer Learning;Algorithms;Lung;Receiver Operating Characteristic,2.699102890583264e-06,35.88000000000002,2.6480519906248247e-06,91.0,0.0,Self-recorded/clinical,3. Monitoring/Severity assessment,X-Ray
33932183,10.1007/s00259-021-05375-3,Yes,PMC8087891,33932183.0,2021,2021-05-02,Journal Article;Review,Peer reviewed (PubMed),1,a comprehensive review of imaging findings in covid-19 - status in early 2021,"Medical imaging methods are assuming a greater role in the workup of patients with COVID-19, mainly in relation to the primary manifestation of pulmonary disease and the tissue distribution of the angiotensin-converting-enzyme 2 (ACE 2) receptor. However, the field is so new that no consensus view has emerged guiding clinical decisions to employ imaging procedures such as radiography, computer tomography (CT), positron emission tomography (PET), and magnetic resonance imaging, and in what measure the risk of exposure of staff to possible infection could be justified by the knowledge gained. The insensitivity of current RT-PCR methods for positive diagnosis is part of the rationale for resorting to imaging procedures. While CT is more sensitive than genetic testing in hospitalized patients, positive findings of ground glass opacities depend on the disease stage. There is sparse reporting on PET/CT with -FDG in COVID-19, but available results are congruent with the earlier literature on viral pneumonias. There is a high incidence of cerebral findings in COVID-19, and likewise evidence of gastrointestinal involvement. Artificial intelligence, notably machine learning is emerging as an effective method for diagnostic image analysis, with performance in the discriminative diagnosis of diagnosis of COVID-19 pneumonia comparable to that of human practitioners.",200,"COVID-19;Infections;Lung Diseases;Pneumonia;Pneumonia, Viral",20.0,Eur J Nucl Med Mol Imaging,Radiography;Angiotensin-Converting Enzyme 2;Magnetic Resonance Imaging;Pneumonia;COVID-19 Testing;Lung;Polymerase Chain Reaction;Other Topics;Review,1.0947672807063448e-06,16.72,1.3242852198801511e-06,36.0,0.0,,Review,Multimodal
33932751,10.1016/j.media.2021.102054,Yes,PMC8015379,33932751.0,2021,2021-05-02,Journal Article,Peer reviewed (PubMed),1,ct-based covid-19 triage: deep multitask learning improves joint identification and severity quantification,"The current COVID-19 pandemic overloads healthcare systems, including radiology departments. Though several deep learning approaches were developed to assist in CT analysis, nobody considered study triage directly as a computer science problem. We describe two basic setups: Identification of COVID-19 to prioritize studies of potentially infected patients to isolate them as early as possible; Severity quantification to highlight patients with severe COVID-19, thus direct them to a hospital or provide emergency medical care. We formalize these tasks as binary classification and estimation of affected lung percentage. Though similar problems were well-studied separately, we show that existing methods could provide reasonable quality only for one of these setups. We employ a multitask approach to consolidate both triage approaches and propose a convolutional neural network to leverage all available labels within a single model. In contrast with the related multitask approaches, we show the benefit from applying the classification layers to the most spatially detailed feature map at the upper part of U-Net instead of the less detailed latent representation at the bottom. We train our model on approximately 1500 publicly available CT studies and test it on the holdout dataset that consists of 123 chest CT studies of patients drawn from the same healthcare system, specifically 32 COVID-19 and 30 bacterial pneumonia cases, 30 cases with cancerous nodules, and 31 healthy controls. The proposed multitask model outperforms the other approaches and achieves ROC AUC scores of 0.87 vs. bacterial pneumonia, 0.93 vs. cancerous nodules, and 0.97 vs. healthy controls in Identification of COVID-19, and achieves 0.97 Spearman Correlation in Severity quantification. We have released our code and shared the annotated lesions masks for 32 CT images of patients with COVID-19 from the test dataset.",283,"COVID-19;COVID-19 Pandemic;Pneumonia, Bacterial",26.0,Med Image Anal,Health Care;Health;Area under Curve;Map,1.4271136656044156e-06,37.64000000000003,2.555050399346768e-06,81.0,0.0,External,3. Monitoring/Severity assessment,CT
33934177,10.1007/s00330-021-07937-3,Yes,PMC8088310,33934177.0,2021,2021-05-03,Journal Article;Multicenter Study,Peer reviewed (PubMed),1,machine learning automatically detects covid-19 using chest cts in a large multicenter cohort,"To investigate machine learning classifiers and interpretable models using chest CT for detection of COVID-19 and differentiation from other pneumonias, interstitial lung disease (ILD) and normal CTs. Our retrospective multi-institutional study obtained 2446 chest CTs from 16 institutions (including 1161 COVID-19 patients). Training/validation/testing cohorts included 1011/50/100 COVID-19, 388/16/33 ILD, 189/16/33 other pneumonias, and 559/17/34 normal (no pathologies) CTs. A metric-based approach for the classification of COVID-19 used interpretable features, relying on logistic regression and random forests. A deep learning-based classifier differentiated COVID-19 via 3D features extracted directly from CT attenuation and probability distribution of airspace opacities. Most discriminative features of COVID-19 are the percentage of airspace opacity and peripheral and basal predominant opacities, concordant with the typical characterization of COVID-19 in the literature. Unsupervised hierarchical clustering compares feature distribution across COVID-19 and control cohorts. The metrics-based classifier achieved AUC = 0.83, sensitivity = 0.74, and specificity = 0.79 versus respectively 0.93, 0.90, and 0.83 for the DL-based classifier. Most of ambiguity comes from non-COVID-19 pneumonia with manifestations that overlap with COVID-19, as well as mild COVID-19 cases. Non-COVID-19 classification performance is 91% for ILD, 64% for other pneumonias, and 94% for no pathologies, which demonstrates the robustness of our method against different compositions of control groups. Our new method accurately discriminates COVID-19 from other types of pneumonia, ILD, and CTs with no pathologies, using quantitative imaging features derived from chest CT, while balancing interpretability of results and classification performance and, therefore, may be useful to facilitate diagnosis of COVID-19. Unsupervised clustering reveals the key tomographic features including percent airspace opacity and peripheral and basal opacities most typical of COVID-19 relative to control groups. COVID-19-positive CTs were compared with COVID-19-negative chest CTs (including a balanced distribution of non-COVID-19 pneumonia, ILD, and no pathologies). Classification accuracies for COVID-19, pneumonia, ILD, and CT scans with no pathologies are respectively 90%, 64%, 91%, and 94%. Our deep learning (DL)-based classification method demonstrates an AUC of 0.93 (sensitivity 90%, specificity 83%). Machine learning methods applied to quantitative chest CT metrics can therefore improve diagnostic accuracy in suspected COVID-19, particularly in resource-constrained environments.",347,"COVID-19;Lung Diseases;Pneumonia;Pneumonia, Interstitial",14.0,Eur Radiol,Logistic Regression;Retrospective Studies;Area under Curve;Random Forest;Cluster Analysis,1.6341002980582136e-06,50.200000000000045,3.1578868087085243e-06,107.0,0.0,Self-recorded/clinical,2. Detection/Diagnosis,CT
33961635,10.1371/journal.pone.0250952,Yes,PMC8104381,33961635.0,2021,2021-05-08,Journal Article,Peer reviewed (PubMed),1,ai-corona: radiologist-assistant deep learning framework for covid-19 diagnosis in chest ct scans,"The development of medical assisting tools based on artificial intelligence advances is essential in the global fight against COVID-19 outbreak and the future of medical systems. In this study, we introduce ai-corona, a radiologist-assistant deep learning framework for COVID-19 infection diagnosis using chest CT scans. Our framework incorporates an EfficientNetB3-based feature extractor. We employed three datasets; the CC-CCII set, the MasihDaneshvari Hospital (MDH) cohort, and the MosMedData cohort. Overall, these datasets constitute 7184 scans from 5693 subjects and include the COVID-19, non-COVID abnormal (NCA), common pneumonia (CP), non-pneumonia, and Normal classes. We evaluate ai-corona on test sets from the CC-CCII set, MDH cohort, and the entirety of the MosMedData cohort, for which it gained AUC scores of 0.997, 0.989, and 0.954, respectively. Our results indicates ai-corona outperforms all the alternative models. Lastly, our framework's diagnosis capabilities were evaluated as assistant to several experts. Accordingly, We observed an increase in both speed and accuracy of expert diagnosis when incorporating ai-corona's assistance.",160,COVID-19;Infections;Pneumonia,23.0,PLoS One,Disease Outbreaks;Polymerase Chain Reaction;Radiologists;Other Topics;ROC Curve;Area under Curve,1.4690375186403008e-06,35.680000000000014,2.0941507006577e-06,82.0,0.0,Self-recorded/clinical,2. Detection/Diagnosis,CT
33967366,10.1016/j.bbe.2021.04.006,Yes,PMC8084624,33967366.0,2021,2021-05-11,Journal Article,Peer reviewed (PubMed),1,automated detection of covid-19 from ct scans using convolutional neural networks,"Under the prevailing circumstances of the global pandemic of COVID-19, early diagnosis and accurate detection of COVID-19 through tests/screening and, subsequently, isolation of the infected people would be a proactive measure. Artificial intelligence (AI) based solutions, using Convolutional Neural Network (CNN) and exploiting the Deep Learning model's diagnostic capabilities, have been studied in this paper. Transfer Learning approach, based on VGG16 and ResNet50 architectures, has been used to develop an algorithm to detect COVID-19 from CT scan images consisting of Healthy (Normal), COVID-19, and Pneumonia categories. This paper adopts data augmentation and fine-tuning techniques to improve and optimize the VGG16 and ResNet50 model. Further, stratified 5-fold cross-validation has been conducted to test the robustness and effectiveness of the model. The proposed model performs exceptionally well in case of binary classification (COVID-19 vs. Normal) with an average classification accuracy of more than 99% in both VGG16 and ResNet50 based models. In multiclass classification (COVID-19 vs. Normal vs. Pneumonia), the proposed model achieves an average classification accuracy of 86.74% and 88.52% using VGG16 and ResNet50 architectures as baseline, respectively. Experimental results show that the proposed model achieves superior performance and can be used for automated detection of COVID-19 from CT scans.",199,COVID-19;Pneumonia,18.0,Biocybern Biomed Eng,Algorithms;Transfer Learning;Architecture,2.223991656742149e-06,69.92000000000006,4.790677496018487e-06,140.0,0.0,External,2. Detection/Diagnosis,CT
33967406,10.1016/j.eswa.2021.115152,Yes,PMC8095015,33967406.0,2021,2021-05-11,Journal Article,Peer reviewed (PubMed),1,an integrated framework with machine learning and radiomics for accurate and rapid early diagnosis of covid-19 from chest x-ray,"The objective of the research article is to propose and validate a combination of machine learning and radiomics features to detect COVID-19 early and rapidly from chest X-ray (CXR) in presence of other viral/bacterial pneumonia and at different severity levels of diseases. It is vital to assess the performance of any diagnosis method on an independent data set and at very early stage of the disease when the disease severity of is very low. In such cases, most of the diagnosis methods fail. A total of 378 CXR images containing both normal lung and pneumonia (both COVID-19 and others lung conditions) were collected from publically available data set. 71 radiomics features for each lung segment were chosen from 100 extracted features based on Z-score heatmap and one way ANOVA test that can detect COVID-19. Three best performing classical machine learning algorithms during the training phase - 1) fine Gaussian support vector machine (SVM), 2) fine k-nearest neighbor (KNN) and 3) ensemble bagged model (EBM) trees were chosen for further evaluation on an independent test data set. The independent test data set consists of 115 COVID-19 CXR images collected from a local hospital and 100 CXR images collected from publically available data set containing normal lung and viral/bacterial pneumonia. Severity was scored between 0 to 4 by two experienced radiologists for each lung with pneumonia (both COVID-19 and non COVID-19) for the test data set. Ensemble Bagging Model Trees (EBM) with the selected radiomics features is the most suitable to distinguish between COVID-19 and other lung infections with an overall sensitivity of 87.8% and specificity of 97% (95.2% accuracy and 0.9228 AUC) and is robust across severity levels. The method also can detect COVID-19 from CXR when two experienced radiologists were unable to detect any abnormality in the lung CXR (represented by severity score of 0). Once the CXR is acquired and lung is segmented, it takes less than two minutes for extracting radiomics features and providing diagnosis result. Since the proposed method does not require any manual intervention (e.g., sample collection etc.), it can be straightway integrated with standard X-ray reporting system to be used as an efficient, cost-effective and rapid early diagnosis device.",364,"COVID-19;Infections;Pneumonia;Pneumonia, Bacterial",7.0,Expert Syst Appl,Other Topics,1.5547119414321472e-06,35.48000000000003,2.628807126284742e-06,75.0,0.0,External,2. Detection/Diagnosis,X-Ray
33967656,10.1016/j.inffus.2021.04.008,Yes,PMC8086233,33967656.0,2021,2021-05-11,Journal Article,Peer reviewed (PubMed),1,a critic evaluation of methods for covid-19 automatic detection from x-ray images,"In this paper, we compare and evaluate different testing protocols used for automatic COVID-19 diagnosis from X-Ray images in the recent literature. We show that similar results can be obtained using X-Ray images that do not contain most of the lungs. We are able to remove the lungs from the images by turning to black the center of the X-Ray scan and training our classifiers only on the outer part of the images. Hence, we deduce that several testing protocols for the recognition are not fair and that the neural networks are learning patterns in the dataset that are not correlated to the presence of COVID-19. Finally, we show that creating a fair testing protocol is a challenging task, and we provide a method to measure how fair a specific testing protocol is. In the future research we suggest to check the fairness of a testing protocol using our tools and we encourage researchers to look for better techniques than the ones that we propose.",165,COVID-19,63.0,Inf Fusion,Black Americans;Research Personnel;Techniques;X-Rays;Dataset;Paper,1.828427626122264e-06,46.68000000000002,2.9989569570367807e-06,107.0,0.0,External,2. Detection/Diagnosis,X-Ray
33969323,10.1016/j.patter.2021.100269,Yes,PMC8086827,33969323.0,2021,2021-05-11,Journal Article;Review,Peer reviewed (PubMed),1,on the role of artificial intelligence in medical imaging of covid-19,"Although a plethora of research articles on AI methods on COVID-19 medical imaging are published, their clinical value remains unclear. We conducted the largest systematic review of the literature addressing the utility of AI in imaging for COVID-19 patient care. By keyword searches on PubMed and preprint servers throughout 2020, we identified 463 manuscripts and performed a systematic meta-analysis to assess their technical merit and clinical relevance. Our analysis evidences a significant disparity between clinical and AI communities, in the focus on both imaging modalities (AI experts neglected CT and ultrasound, favoring X-ray) and performed tasks (71.9% of AI papers centered on diagnosis). The vast majority of manuscripts were found to be deficient regarding potential use in clinical practice, but 2.7% (n = 12) publications were assigned a high maturity level and are summarized in greater detail. We provide an itemized discussion of the challenges in developing clinically relevant AI solutions with recommendations and remedies.",155,COVID-19,18.0,Patterns (N Y),Public Health;Health Care;Publications;Systematic Review;Lung;Classification,1.3991462137740154e-06,23.92000000000001,1.676900253958886e-06,54.0,0.0,,Review,Multimodal
33972584,10.1038/s41598-021-88807-2,Yes,PMC8110795,33972584.0,2021,2021-05-12,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",Peer reviewed (PubMed),1,covid-classifier: an automated machine learning model to assist in the diagnosis of covid-19 infection in chest x-ray images,"Chest-X ray (CXR) radiography can be used as a first-line triage process for non-COVID-19 patients with pneumonia. However, the similarity between features of CXR images of COVID-19 and pneumonia caused by other infections makes the differential diagnosis by radiologists challenging. We hypothesized that machine learning-based classifiers can reliably distinguish the CXR images of COVID-19 patients from other forms of pneumonia. We used a dimensionality reduction method to generate a set of optimal features of CXR images to build an efficient machine learning classifier that can distinguish COVID-19 cases from non-COVID-19 cases with high accuracy and sensitivity. By using global features of the whole CXR images, we successfully implemented our classifier using a relatively small dataset of CXR images. We propose that our COVID-Classifier can be used in conjunction with other tests for optimal allocation of hospital resources by rapid triage of non-COVID-19 cases.",143,COVID-19;Infections;Pneumonia,56.0,Sci Rep,Reproducibility of Results;ROC Curve,1.730813245697776e-06,49.52000000000002,2.9113755771059693e-06,112.0,0.0,External,2. Detection/Diagnosis,X-Ray
